path,pH,well,hour,split
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W11.JPG,6,11,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W11.JPG,6,11,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W11.JPG,6,11,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W11.JPG,6,11,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W11.JPG,6,11,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W11.JPG,6,11,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W11.JPG,6,11,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W11.JPG,6,11,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W11.JPG,6,11,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W11.JPG,6,11,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W11.JPG,6,11,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W12.JPG,6,12,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W12.JPG,6,12,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W12.JPG,6,12,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W12.JPG,6,12,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W12.JPG,6,12,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W12.JPG,6,12,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W12.JPG,6,12,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W12.JPG,6,12,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W12.JPG,6,12,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W12.JPG,6,12,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W12.JPG,6,12,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W14.JPG,6,14,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W14.JPG,6,14,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W14.JPG,6,14,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W14.JPG,6,14,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W14.JPG,6,14,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W14.JPG,6,14,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W14.JPG,6,14,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W14.JPG,6,14,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W14.JPG,6,14,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W14.JPG,6,14,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W14.JPG,6,14,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W16.JPG,6,16,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W16.JPG,6,16,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W16.JPG,6,16,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W16.JPG,6,16,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W16.JPG,6,16,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W16.JPG,6,16,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W16.JPG,6,16,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W16.JPG,6,16,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W16.JPG,6,16,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W16.JPG,6,16,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W16.JPG,6,16,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W17.JPG,6,17,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W17.JPG,6,17,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W17.JPG,6,17,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W17.JPG,6,17,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W17.JPG,6,17,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W17.JPG,6,17,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W17.JPG,6,17,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W17.JPG,6,17,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W17.JPG,6,17,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W17.JPG,6,17,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W17.JPG,6,17,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W18.JPG,6,18,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W18.JPG,6,18,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W18.JPG,6,18,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W18.JPG,6,18,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W18.JPG,6,18,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W18.JPG,6,18,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W18.JPG,6,18,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W18.JPG,6,18,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W18.JPG,6,18,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W18.JPG,6,18,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W18.JPG,6,18,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W20.JPG,6,20,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W20.JPG,6,20,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W20.JPG,6,20,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W20.JPG,6,20,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W20.JPG,6,20,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W20.JPG,6,20,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W20.JPG,6,20,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W20.JPG,6,20,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W20.JPG,6,20,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W20.JPG,6,20,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W20.JPG,6,20,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W21.JPG,6,21,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W21.JPG,6,21,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W21.JPG,6,21,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W21.JPG,6,21,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W21.JPG,6,21,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W21.JPG,6,21,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W21.JPG,6,21,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W21.JPG,6,21,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W21.JPG,6,21,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W21.JPG,6,21,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W21.JPG,6,21,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W22.JPG,6,22,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W22.JPG,6,22,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W22.JPG,6,22,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W22.JPG,6,22,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W22.JPG,6,22,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W22.JPG,6,22,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W22.JPG,6,22,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W22.JPG,6,22,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W22.JPG,6,22,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W22.JPG,6,22,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W22.JPG,6,22,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W23.JPG,6,23,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W23.JPG,6,23,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W23.JPG,6,23,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W23.JPG,6,23,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W23.JPG,6,23,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W23.JPG,6,23,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W23.JPG,6,23,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W23.JPG,6,23,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W23.JPG,6,23,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W23.JPG,6,23,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W23.JPG,6,23,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W26.JPG,6,26,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W26.JPG,6,26,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W26.JPG,6,26,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W26.JPG,6,26,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W26.JPG,6,26,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W26.JPG,6,26,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W26.JPG,6,26,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W26.JPG,6,26,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W26.JPG,6,26,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W26.JPG,6,26,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W26.JPG,6,26,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W27.JPG,6,27,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W27.JPG,6,27,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W27.JPG,6,27,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W27.JPG,6,27,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W27.JPG,6,27,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W27.JPG,6,27,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W27.JPG,6,27,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W27.JPG,6,27,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W27.JPG,6,27,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W27.JPG,6,27,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W27.JPG,6,27,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W29.JPG,6,29,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W29.JPG,6,29,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W29.JPG,6,29,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W29.JPG,6,29,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W29.JPG,6,29,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W29.JPG,6,29,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W29.JPG,6,29,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W29.JPG,6,29,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W29.JPG,6,29,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W29.JPG,6,29,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W29.JPG,6,29,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W31.JPG,6,31,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W31.JPG,6,31,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W31.JPG,6,31,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W31.JPG,6,31,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W31.JPG,6,31,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W31.JPG,6,31,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W31.JPG,6,31,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W31.JPG,6,31,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W31.JPG,6,31,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W31.JPG,6,31,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W31.JPG,6,31,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W32.JPG,6,32,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W32.JPG,6,32,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W32.JPG,6,32,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W32.JPG,6,32,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W32.JPG,6,32,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W32.JPG,6,32,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W32.JPG,6,32,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W32.JPG,6,32,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W32.JPG,6,32,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W32.JPG,6,32,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W32.JPG,6,32,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W33.JPG,6,33,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W33.JPG,6,33,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W33.JPG,6,33,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W33.JPG,6,33,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W33.JPG,6,33,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W33.JPG,6,33,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W33.JPG,6,33,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W33.JPG,6,33,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W33.JPG,6,33,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W33.JPG,6,33,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W33.JPG,6,33,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W34.JPG,6,34,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W34.JPG,6,34,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W34.JPG,6,34,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W34.JPG,6,34,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W34.JPG,6,34,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W34.JPG,6,34,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W34.JPG,6,34,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W34.JPG,6,34,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W34.JPG,6,34,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W34.JPG,6,34,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W34.JPG,6,34,264,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W38.JPG,6,38,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W38.JPG,6,38,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W38.JPG,6,38,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W38.JPG,6,38,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W38.JPG,6,38,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W38.JPG,6,38,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W38.JPG,6,38,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W38.JPG,6,38,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W38.JPG,6,38,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W38.JPG,6,38,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W39.JPG,6,39,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W39.JPG,6,39,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W39.JPG,6,39,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W39.JPG,6,39,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W39.JPG,6,39,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W39.JPG,6,39,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W39.JPG,6,39,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W39.JPG,6,39,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W39.JPG,6,39,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W39.JPG,6,39,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W39.JPG,6,39,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W41.JPG,6,41,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W41.JPG,6,41,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W41.JPG,6,41,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W41.JPG,6,41,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W41.JPG,6,41,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W41.JPG,6,41,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W41.JPG,6,41,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W41.JPG,6,41,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W41.JPG,6,41,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W41.JPG,6,41,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W41.JPG,6,41,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W43.JPG,6,43,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W43.JPG,6,43,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W43.JPG,6,43,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W43.JPG,6,43,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W43.JPG,6,43,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W43.JPG,6,43,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W43.JPG,6,43,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W43.JPG,6,43,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W43.JPG,6,43,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W43.JPG,6,43,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W43.JPG,6,43,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W45.JPG,6,45,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W45.JPG,6,45,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W45.JPG,6,45,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W45.JPG,6,45,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W45.JPG,6,45,72,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W45.JPG,6,45,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W45.JPG,6,45,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W45.JPG,6,45,192,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W46.JPG,6,46,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W46.JPG,6,46,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W46.JPG,6,46,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W46.JPG,6,46,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W46.JPG,6,46,72,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W46.JPG,6,46,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W46.JPG,6,46,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W46.JPG,6,46,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W46.JPG,6,46,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W46.JPG,6,46,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W1.JPG,7,1,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W1.JPG,7,1,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W1.JPG,7,1,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W1.JPG,7,1,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W1.JPG,7,1,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W1.JPG,7,1,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W1.JPG,7,1,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W1.JPG,7,1,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W1.JPG,7,1,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W1.JPG,7,1,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W1.JPG,7,1,264,train
